observer,Date,Measure,day_sample,Site,Site.Number,plot,density_level,Site.Density,transect number,distance on transect,animal.hit,RTM,observations,microsite,Time.block,actual.time,presence of flower
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,2,40,1,Grasshopper,jumping,open,PM,12:07,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,3,70,1,Grasshopper,jumping,open,PM,12:12,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,4,0,ND,1,20,1,Grasshopper,jumping,open,AM,11:30,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,4,0,ND,1,80,1,Grasshopper,jumping,open,AM,11:32,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,4,0,ND,2,20,1,Grasshopper,jumping,open,AM,11:33,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,4,0,ND,2,100,1,Ladybug,flying,open,AM,11:33,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,8,0,ND,1,70,1,Butterfly,flying,open,AM,10:46,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,8,0,ND,3,70,1,unkown insect,flying,open,AM,10:52,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,10,1,Goepher snake,Basking,open,PM,12:13,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,30,1,Grasshopper,jumping,open,PM,12:12,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,50,1,Grasshopper,jumping,open,PM,12:11,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,50,1,Grasshopper,jumping,open,PM,12:11,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,80,1,Grasshopper,jumping,open,PM,12:10,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,1,90,1,Grasshopper,jumping,open,PM,12:10,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,2,50,1,Grasshopper,jumping,open,PM,12:15,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,2,100,1,Grasshopper,jumping,open,PM,12:16,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,2,100,1,Grasshopper,jumping,open,PM,12:16,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,3,20,1,Grasshopper,jumping,open,PM,12:19,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,3,50,1,Grasshopper,jumping,open,PM,12:19,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,4,0,ND,3,80,1,Grasshopper,jumping,open,PM,12:18,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,8,0,ND,1,20,1,Grasshopper,jumping,open,AM,11:09,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,8,0,ND,3,70,1,Antelope squirrel,running,open,AM,11:16,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,0,1,Butterfly,standing,shrub,AM,9:53,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,40,1,Butterfly,standing,shrub,AM,9:56,yes
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,70,1,Bird,standing,shrub,AM,9:57,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,70,1,Bird,standing,shrub,AM,9:57,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,70,1,Bird,standing,shrub,AM,9:57,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,80,1,Butterfly,standing,shrub,AM,9:57,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,100,1,Bird,standing,shrub,AM,9:58,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,2,10,1,Butterfly,standing,shrub,AM,9:08,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,100,1,Bird,standing,shrub,PM,12:04,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,100,1,Bird,standing,shrub,PM,12:04,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,50,1,Bird,standing,shrub,PM,12:07,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,80,1,Butterfly,flying,shrub,PM,12:06,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,80,1,Butterfly,flying,shrub,PM,12:06,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,40,1,Bird,standing,shrub,PM,12:12,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,90,1,Butterfly,standing,shrub,PM,12:13,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,30,1,Butterfly,standing,shrub,PM,13:22,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,40,1,Butterfly,flying,shrub,PM,13:25,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,20,1,Fly,standing,shrub,PM,12:30,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,50,1,Antelope squirrel,standing,shrub,PM,12:34,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,80,1,Butterfly,standing,shrub,PM,12:35,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,1,0,1,Antelope squirrel,standing,shrub,PM,13:29,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,2,100,1,Bird,flying,shrub,PM,13:33,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,70,1,Roadrunner,running,shrub,PM,12:59,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,100,1,Butterfly,flying,shrub,PM,13:00,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,100,1,Grasshopper,standing,shrub,PM,13:00,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,100,1,Jackrabbit,running,shrub,PM,13:00,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,1,70,1,Bird,standing,shrub,PM,13:28,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,3,50,1,Bird,standing,shrub,AM,11:27,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,3,70,1,BIrd,standing,shrub,AM,11:27,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,3,100,1,Beetle,standing,shrub,AM,11:29,yes
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,1,50,1,Beetle,flying,shrub,AM,11:35,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,1,3,HD,3,10,1,Jackrabbit,running,shrub,PM,12:25,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,1,3,HD,2,50,1,Butterfly,flying,shrub,AM,10:30,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,5,3,HD,2,100,1,Grasshopper,jumping,shrub,AM,10:43,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,5,3,HD,3,70,1,Dragonfly,flying,shrub,AM,10:50,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,3,1,LD,2,20,1,Bird,Standing,shrub,AM,11:05,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,20,1,Bird,standing,shrub,AM,10:18,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,20,1,Bird,standing,shrub,AM,10:18,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,100,1,Jackrabbit,running,shrub,AM,10:22,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,30,1,Butterfly,flying,shrub,AM,11:09,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,30,1,Butterfly,flying,shrub,AM,11:09,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,30,1,Butterfly,flying,shrub,AM,11:09,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,30,1,Butterfly,flying,shrub,AM,11:09,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,30,1,Butterfly,flying,shrub,AM,11:09,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,3,50,1,Bird,standing,shrub,AM,11:09,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,2,10,1,Grasshopper,standing,shrub,PM,13:51,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,3,20,1,Butterfly,standing,shrub,PM,13:52,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,3,20,1,Butterfly,standing,shrub,PM,13:52,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,3,20,1,Butterfly,standing,shrub,PM,13:52,yes
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,1,60,1,Antelope squirrel,running,shrub,PM,13:01,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,3,10,1,Grasshopper,jumping,shrub,PM,13:07,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,3,1,LD,1,40,1,Jackrabbit,running,shrub,PM,14:09,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,7,1,LD,2,60,1,Grasshopper,jumping,shrub,PM,12:49,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,3,40,1,Antelope squirrel,standing,shrub,AM,11:20,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,3,40,1,Antelope squirrel,standing,shrub,AM,11:20,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,3,40,1,Antelope squirrel,standing,shrub,AM,11:20,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,3,1,LD,3,50,1,Antelope squirrel,running,shrub,PM,12:00,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,7,1,LD,3,0,1,BIrd,standing,shrub,AM,11:11,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,7,1,LD,1,100,1,Jackrabbit,running,shrub,AM,11:21,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,7,1,LD,3,0,1,Bird,standing,shrub,AM,11:02,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,20,1,Butterfly,standing,shrub,AM,9:19,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,20,1,Butterfly,standing,shrub,AM,9:19,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,50,1,Bird,standing,shrub,AM,9:18,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,2,2,MD,2,100,1,Butterfly,standing,shrub,AM,9:36,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,1,80,1,Butterfly,standing,shrub,AM,11:45,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,1,80,1,Butterfly,standing,shrub,AM,11:45,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,1,100,1,Butterfly,flying,shrub,AM,11:46,yes
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,3,80,1,Butterfly,flying,shrub,AM,11:53,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,1,30,1,Butterfly,flying,shrub,PM,14:13,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,3,80,1,Butterfly,flying,shrub,AM,10:54,yes
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,3,80,1,Butterfly,flying,shrub,AM,10:54,yes
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,2,10,1,Antelope squirrel,standing,shrub,PM,12:18,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,6,2,MD,3,40,1,Antelope squirrel,running,shrub,AM,10:31,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,6,2,MD,3,60,1,Grasshopper,jumping,shrub,AM,10:31,yes
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,20,1,Grasshopper,jumping,shrub,AM,11:24,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,20,1,Grasshopper,jumping,shrub,AM,11:24,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,20,1,Grasshopper,jumping,shrub,AM,11:24,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,20,1,Grasshopper,jumping,shrub,AM,11:24,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,3,0,1,Butterfly,standing,shrub,AM,11:31,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,3,0,1,Butterfly,standing,shrub,AM,11:31,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,3,70,1,Butterfly,flying,shrub,AM,11:33,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,3,70,1,Butterfly,flying,shrub,AM,11:33,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,3,100,1,Antelope squirrel,standing,shrub,AM,11:34,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,3,80,1,Butterfly,flying,shrub,PM,14:39,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,3,100,1,Butterfly,standing,shrub,PM,14:20,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,3,100,1,Butterfly,standing,shrub,PM,14:20,yes
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,3,90,1,Antelope squirrel,standing,shrub,AM,8:23,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,0,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,20,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,30,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,40,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,50,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,70,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,80,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,90,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,1,100,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,10,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,20,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,30,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,40,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,50,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,60,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,70,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,80,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,90,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,100,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,0,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,20,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,40,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,50,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,60,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,70,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,90,0,none,,,,,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,100,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,30,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,40,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,50,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,60,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,70,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,100,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,0,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,20,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,50,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,70,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,100,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,0,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,30,0,none,,,,,yes
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,60,0,none,,,,,yes
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,3,90,0,none,,,,,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,40,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,60,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,70,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,90,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,3,100,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,20,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,40,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,50,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,60,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,70,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,80,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,1,90,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,0,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,20,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,30,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,50,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,80,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,1,3,HD,2,90,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,0,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,40,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,50,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,80,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,90,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,0,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,10,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,20,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,30,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,60,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,2,90,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,0,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,20,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,60,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,70,0,none,,,,,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,3,80,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,0,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,30,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,40,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,50,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,60,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,70,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,80,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,90,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,1,100,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,0,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,20,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,40,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,70,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,20,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,50,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,60,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,70,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,80,0,none,,,,,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,3,100,0,none,,,,,yes
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,0,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,10,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,30,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,40,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,60,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,70,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,90,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,100,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,0,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,10,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,20,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,30,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,60,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,70,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,90,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,1,100,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,40,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,60,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,70,0,none,,,,,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,90,0,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,1,60,1,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,1,80,1,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,0,0,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,10,0,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,3,30,0,none,,,,,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,3,40,0,none,,,,,no
